Tempo,Rco,Rno2,Rnh3,T,H,Fase
240922,2.143,1.878,1.645,25.02,68.64,Recuperacao1
242953,2.047,2.415,1.826,25.01,68.55,Recuperacao1
244984,2.040,2.081,1.726,25.01,68.47,Recuperacao1
247015,2.379,2.564,1.935,25.00,68.36,Recuperacao1
249046,2.407,2.310,1.965,25.00,68.25,Recuperacao1
251077,2.627,2.308,1.678,25.00,68.17,Recuperacao1
253108,2.136,2.573,1.791,25.00,68.08,Recuperacao1
255139,2.335,2.240,1.801,25.00,67.96,Recuperacao1
257170,2.232,2.047,1.528,25.00,67.87,Recuperacao1
259201,2.441,2.771,2.009,24.99,67.77,Recuperacao1
261232,2.152,2.174,1.610,25.00,67.69,Recuperacao1
263263,1.919,2.109,1.771,24.99,67.59,Recuperacao1
265294,2.279,2.235,1.803,24.99,67.50,Recuperacao1
267325,2.112,2.174,1.612,25.00,67.40,Recuperacao1
269356,2.321,2.464,1.961,24.99,67.32,Recuperacao1
271387,2.237,2.368,1.878,24.99,67.23,Recuperacao1
273418,3.244,2.521,2.002,24.99,67.14,Recuperacao1
275449,2.165,2.370,1.809,24.99,67.07,Recuperacao1
277480,2.038,2.412,1.746,24.98,66.97,Recuperacao1
279511,3.505,3.200,2.232,24.98,66.88,Recuperacao1
281542,2.281,2.172,1.763,24.97,66.81,Recuperacao1
283573,1.904,2.182,1.577,24.97,66.70,Recuperacao1
285604,2.467,2.433,2.047,24.97,66.63,Recuperacao1
287635,2.042,2.404,1.703,24.97,66.52,Recuperacao1
289666,2.219,2.949,1.967,24.98,66.48,Recuperacao1
291697,2.515,2.250,1.758,24.99,66.44,Recuperacao1
293728,2.036,1.991,1.523,24.99,66.37,Recuperacao1
295759,2.410,2.509,2.029,24.99,66.30,Recuperacao1
297790,2.387,2.109,1.814,24.98,66.21,Recuperacao1
299821,2.689,2.067,1.600,24.98,66.14,Recuperacao1
301852,2.172,2.524,1.750,24.98,66.09,Recuperacao1
303883,1.978,1.952,1.580,24.97,65.99,Recuperacao1
305914,2.074,2.637,1.860,24.97,65.93,Recuperacao1
307945,2.401,2.192,1.663,24.97,65.86,Recuperacao1
309976,2.276,2.497,1.791,24.96,65.77,Recuperacao1
312007,2.227,2.576,1.691,24.96,65.68,Recuperacao1
314038,2.573,2.980,2.107,24.97,65.61,Recuperacao1
316069,2.509,2.131,1.813,24.96,65.52,Recuperacao1
318100,2.209,2.072,1.593,24.95,65.43,Recuperacao1
320131,2.552,2.214,1.832,24.95,65.34,Recuperacao1
322162,2.179,2.027,1.579,24.95,65.29,Recuperacao1
324193,2.128,1.880,1.848,24.95,65.18,Recuperacao1
326224,2.179,2.340,1.790,24.95,65.11,Recuperacao1
328255,2.310,2.165,1.870,24.95,65.01,Recuperacao1
330286,3.107,2.384,1.919,24.95,64.93,Recuperacao1
332317,2.250,2.095,1.756,24.95,64.84,Recuperacao1
334348,2.088,2.396,1.894,24.94,64.76,Recuperacao1
336379,2.863,2.065,1.927,24.94,64.68,Recuperacao1
338410,2.219,2.382,1.730,24.94,64.62,Recuperacao1
340441,2.343,2.384,1.952,24.94,64.54,Recuperacao1
342472,2.915,2.852,1.904,24.93,64.48,Recuperacao1
344503,2.479,2.473,1.793,24.94,64.45,Recuperacao1
346534,2.263,2.300,1.846,24.94,64.41,Recuperacao1
348565,2.054,2.031,1.628,24.93,64.35,Recuperacao1
350596,2.184,2.042,1.852,24.92,64.29,Recuperacao1
352627,2.482,2.167,1.640,24.91,64.22,Recuperacao1
354658,2.047,1.933,1.714,24.91,64.16,Recuperacao1
356689,2.056,2.114,1.575,24.91,64.09,Recuperacao1
358720,2.640,2.813,2.081,24.90,64.04,Recuperacao1
360751,2.102,2.024,1.633,24.90,63.98,Recuperacao1
362782,2.289,2.305,1.858,24.91,63.92,Recuperacao1
364813,1.944,1.888,1.612,24.90,63.87,Recuperacao1
366844,2.365,1.913,1.608,24.90,63.81,Recuperacao1
368875,3.520,2.896,1.921,24.90,63.73,Recuperacao1
370906,2.346,2.602,1.933,24.90,63.66,Recuperacao1
372937,2.197,2.229,1.714,24.89,63.60,Recuperacao1
374968,2.447,2.124,1.809,24.89,63.56,Recuperacao1
376999,2.302,2.494,1.824,24.89,63.47,Recuperacao1
379030,2.209,1.996,1.675,24.89,63.41,Recuperacao1
381061,2.576,2.911,2.013,24.89,63.36,Recuperacao1
383092,2.335,2.162,1.906,24.88,63.28,Recuperacao1
385123,2.893,2.699,1.980,24.88,63.20,Recuperacao1
387154,2.316,2.253,1.721,24.87,63.13,Recuperacao1
389185,2.564,2.605,2.172,24.87,63.06,Recuperacao1
391216,1.921,2.373,1.588,24.87,63.02,Recuperacao1
393247,2.279,2.184,1.946,24.87,62.96,Recuperacao1
395278,2.368,1.805,1.644,24.87,62.85,Recuperacao1
397309,2.138,2.128,1.890,24.87,62.77,Recuperacao1
399340,1.832,2.029,1.515,24.87,62.70,Recuperacao1
401371,2.354,2.634,1.998,24.86,62.64,Recuperacao1
403402,2.401,2.464,1.759,24.86,62.57,Recuperacao1
405433,2.686,3.446,2.266,24.86,62.50,Recuperacao1
407464,2.412,2.564,1.858,24.86,62.43,Recuperacao1
409495,2.112,2.412,1.870,24.85,62.35,Recuperacao1
411526,2.595,2.666,1.816,24.85,62.30,Recuperacao1
413557,2.564,3.432,2.143,24.85,62.23,Recuperacao1
415588,2.634,2.841,2.040,24.85,62.17,Recuperacao1
417619,2.450,2.207,1.976,24.84,62.10,Recuperacao1
419650,2.242,2.305,1.725,24.84,62.04,Recuperacao1
421681,2.263,2.174,1.832,24.84,61.95,Recuperacao1
423712,2.121,2.204,1.763,24.84,61.89,Recuperacao1
425743,2.128,2.284,1.666,24.84,61.82,Recuperacao1
427774,2.401,2.683,2.167,24.84,61.76,Recuperacao1
429805,2.459,2.410,1.944,24.83,61.69,Recuperacao1
431836,2.351,2.219,1.676,24.83,61.63,Recuperacao1
433867,2.266,2.192,1.778,24.83,61.61,Recuperacao1
435898,2.359,2.143,1.671,24.83,61.51,Recuperacao1
437929,2.284,2.337,1.852,24.83,61.45,Recuperacao1
439960,3.712,2.809,1.938,24.83,61.39,Recuperacao1
441991,2.000,2.227,1.628,24.83,61.33,Recuperacao1
444022,2.024,2.157,1.622,24.82,61.26,Recuperacao1
446053,2.346,2.503,1.788,24.82,61.21,Recuperacao1
448084,2.247,2.318,1.717,24.82,61.16,Recuperacao1
450115,2.318,2.382,1.734,24.82,61.08,Recuperacao1
452146,2.273,2.121,1.741,24.82,61.03,Recuperacao1
454177,2.279,2.047,1.756,24.82,60.99,Recuperacao1
456208,2.212,2.415,1.741,24.82,60.95,Recuperacao1
458239,2.373,2.232,1.745,24.81,60.89,Recuperacao1
460270,2.595,2.602,1.828,24.81,60.89,Recuperacao1
462301,2.088,2.160,1.707,24.81,60.80,Recuperacao1
464332,2.558,2.433,1.904,24.81,60.74,Recuperacao1
466363,2.351,2.421,1.908,24.80,60.69,Recuperacao1
468394,2.107,2.321,1.989,24.80,60.68,Recuperacao1
470425,2.271,2.242,2.031,24.80,60.59,Recuperacao1
472456,2.453,2.614,1.759,24.80,60.55,Recuperacao1
474487,2.485,2.470,1.848,24.80,60.52,Recuperacao1
476518,2.564,2.467,2.054,24.80,60.47,Recuperacao1
478549,3.149,3.745,2.197,24.79,60.43,Recuperacao1
480580,2.207,2.263,1.597,24.79,60.38,Recuperacao1
482611,2.240,2.482,1.707,24.79,60.34,Recuperacao1
484642,2.545,2.598,2.162,24.79,60.29,Recuperacao1
486673,2.370,2.192,1.725,24.79,60.27,Recuperacao1
488704,3.495,3.153,1.965,24.78,60.24,Recuperacao1
490735,2.524,2.343,1.814,24.79,60.18,Recuperacao1
492766,2.802,2.676,2.116,24.78,60.13,Recuperacao1
494797,2.351,1.872,1.580,24.78,60.08,Recuperacao1
496828,1.946,2.174,1.588,24.78,60.06,Recuperacao1
498859,1.842,1.940,1.556,24.78,60.01,Recuperacao1
500890,3.601,2.813,2.124,24.78,59.96,Recuperacao1
502921,2.289,2.207,1.739,24.78,59.91,Recuperacao1
504952,3.071,2.165,1.758,24.78,59.88,Recuperacao1
506983,2.219,2.595,1.708,24.78,59.83,Recuperacao1
509014,2.337,2.258,1.944,24.78,59.76,Recuperacao1
511045,2.300,2.634,1.940,24.78,59.69,Recuperacao1
513076,2.926,3.230,2.138,24.78,59.64,Recuperacao1
515107,3.417,3.292,2.379,24.78,59.60,Recuperacao1
517138,2.845,2.976,2.155,24.78,59.55,Recuperacao1
519169,2.834,3.555,2.204,24.78,59.48,Recuperacao1
521200,2.294,2.614,1.931,24.78,59.43,Recuperacao1
523231,2.407,2.570,1.987,24.78,59.40,Recuperacao1
525262,2.602,2.813,1.915,24.78,59.32,Recuperacao1
527293,3.840,2.915,2.294,24.77,59.28,Recuperacao1
529324,2.088,2.189,1.818,24.78,59.21,Recuperacao1
531355,2.219,2.418,1.917,24.77,59.19,Recuperacao1
533386,2.187,2.300,1.748,24.77,59.12,Recuperacao1
535417,2.237,2.095,1.712,24.77,59.11,Recuperacao1
537448,2.885,3.669,2.133,24.77,59.03,Recuperacao1
539479,2.750,2.980,2.121,24.77,58.98,Recuperacao1
541510,2.852,3.653,2.217,24.77,58.93,Recuperacao1
543541,2.245,1.933,1.534,24.77,58.90,Recuperacao1
545572,2.192,2.396,1.737,24.77,58.83,Recuperacao1
547603,2.509,2.354,1.900,24.77,58.77,Recuperacao1
549634,2.281,2.229,1.919,24.77,58.73,Recuperacao1
551665,2.646,2.757,1.976,24.76,58.69,Recuperacao1
553696,2.802,2.438,1.890,24.76,58.66,Recuperacao1
555727,1.805,2.042,1.584,24.77,58.59,Recuperacao1
557758,2.018,2.240,1.645,24.76,58.55,Recuperacao1
559789,1.993,2.165,1.759,24.76,58.48,Recuperacao1
561820,1.998,1.894,1.522,24.76,58.46,Recuperacao1
563851,2.953,3.257,2.253,24.75,58.40,Recuperacao1
565882,2.318,2.224,1.814,24.74,58.35,Recuperacao1
567913,2.464,2.237,1.618,24.74,58.32,Recuperacao1
569944,2.281,2.160,1.784,24.74,58.27,Recuperacao1
571975,2.415,2.753,2.079,24.74,58.24,Recuperacao1
574006,2.162,2.009,1.607,24.74,58.21,Recuperacao1
576037,2.382,2.084,1.728,24.73,58.14,Recuperacao1
578068,2.292,2.412,1.913,24.73,58.11,Recuperacao1
580099,1.876,2.121,1.567,24.73,58.05,Recuperacao1
582130,2.184,2.162,1.714,24.73,58.00,Recuperacao1
584161,3.091,3.170,2.187,24.73,57.97,Recuperacao1
586192,2.479,2.335,1.746,24.73,57.92,Recuperacao1
588223,2.354,2.580,1.946,24.72,57.90,Recuperacao1
590254,2.820,2.318,1.942,24.72,57.83,Recuperacao1
592285,2.100,2.194,1.685,24.72,57.78,Recuperacao1
594316,2.494,2.340,1.703,24.72,57.76,Recuperacao1
596347,2.365,2.552,1.925,24.71,57.70,Recuperacao1
598378,2.500,2.834,1.974,24.72,57.68,Recuperacao1
600409,3.128,3.333,2.160,24.72,57.66,Recuperacao1
602440,2.015,1.940,1.480,24.71,57.60,Recuperacao1
604471,2.079,2.214,1.923,24.71,57.58,Recuperacao1
606502,2.184,3.120,2.047,24.71,57.54,Recuperacao1
608533,2.258,2.500,1.691,24.71,57.53,Recuperacao1
610564,2.743,2.390,1.741,24.71,57.47,Recuperacao1
612595,2.305,2.393,1.880,24.72,57.45,Recuperacao1
614626,2.174,2.583,1.957,24.71,57.43,Recuperacao1
616657,2.207,2.444,1.759,24.71,57.38,Recuperacao1
618688,2.500,3.520,2.189,24.71,57.33,Recuperacao1
620719,1.948,1.866,1.489,24.71,57.29,Recuperacao1
622750,2.398,2.393,1.730,24.71,57.26,Recuperacao1
624781,2.284,2.177,1.822,24.70,57.21,Recuperacao1
626812,2.362,2.384,1.784,24.70,57.16,Recuperacao1
628843,2.473,2.131,1.548,24.70,57.12,Recuperacao1
630874,2.177,2.260,1.803,24.70,57.08,Recuperacao1
632905,2.170,2.321,1.759,24.70,57.04,Recuperacao1
634936,2.114,2.107,1.719,24.70,57.00,Recuperacao1
636967,2.450,1.957,1.799,24.69,56.97,Recuperacao1
638998,2.199,1.983,1.732,24.69,56.93,Recuperacao1
641029,2.214,1.989,1.756,24.69,56.89,Recuperacao1
643060,2.482,2.476,2.029,24.69,56.87,Recuperacao1
645091,2.567,2.900,1.972,24.69,56.82,Recuperacao1
647122,2.867,3.988,2.227,24.68,56.80,Recuperacao1
649153,1.880,1.874,1.587,24.68,56.74,Recuperacao1
651184,2.187,2.112,1.741,24.68,56.73,Recuperacao1
653215,2.346,2.716,1.940,24.68,56.68,Recuperacao1
655246,3.446,2.482,1.910,24.68,56.64,Recuperacao1
657277,2.217,1.852,1.512,24.68,56.63,Recuperacao1
659308,1.965,1.935,1.539,24.68,56.58,Recuperacao1
661339,3.306,2.885,2.049,24.67,56.54,Recuperacao1
663370,2.335,2.148,1.894,24.67,56.50,Recuperacao1
665401,2.696,2.217,1.803,24.67,56.48,Recuperacao1
667432,3.174,2.911,1.950,24.67,56.46,Recuperacao1
669463,2.284,2.179,1.741,24.67,56.45,Recuperacao1
671494,3.611,2.831,2.294,24.67,56.42,Recuperacao1
673525,2.240,2.197,1.649,24.67,56.38,Recuperacao1
675556,2.242,2.660,1.795,24.67,56.34,Recuperacao1
677587,3.669,2.266,1.970,24.66,56.29,Recuperacao1
679618,2.242,2.204,1.590,24.66,56.27,Recuperacao1
681649,2.148,2.302,1.803,24.66,56.24,Recuperacao1
683680,2.509,2.430,1.848,24.67,56.21,Recuperacao1
685711,2.856,2.767,2.056,24.66,56.16,Recuperacao1
687742,3.132,2.479,1.856,24.66,56.12,Recuperacao1
689773,1.890,1.967,1.471,24.66,56.09,Recuperacao1
691804,2.184,2.279,1.807,24.66,56.04,Recuperacao1
693835,2.102,2.174,1.927,24.66,56.01,Recuperacao1
695866,2.816,2.321,1.714,24.66,55.96,Recuperacao1
697897,2.444,2.258,1.712,24.66,55.93,Recuperacao1
699928,2.564,2.365,1.946,24.66,55.88,Recuperacao1
701959,2.284,1.898,1.698,24.66,55.85,Recuperacao1
703990,2.376,2.447,1.774,24.65,55.80,Recuperacao1
706021,2.365,2.617,1.852,24.65,55.77,Recuperacao1
708052,2.683,2.586,2.157,24.65,55.75,Recuperacao1
710083,2.576,2.202,1.640,24.65,55.73,Recuperacao1
712114,2.184,2.119,1.725,24.64,55.73,Recuperacao1
714145,2.730,3.466,2.160,24.64,55.71,Recuperacao1
716176,2.313,2.237,1.737,24.64,55.70,Recuperacao1
718207,2.598,2.781,2.029,24.64,55.66,Recuperacao1
720238,2.279,2.595,1.654,24.63,55.63,Recuperacao1
722269,2.476,2.281,1.957,24.64,55.59,Recuperacao1
724300,1.998,2.284,1.547,24.64,55.56,Recuperacao1
726331,2.497,2.335,1.850,24.63,55.54,Recuperacao1
728362,2.376,2.182,1.701,24.63,55.51,Recuperacao1
730393,2.332,2.407,1.940,24.63,55.48,Recuperacao1
732424,2.683,3.217,2.271,24.63,55.44,Recuperacao1
734455,2.189,2.217,1.685,24.63,55.41,Recuperacao1
736486,2.643,2.845,2.040,24.63,55.40,Recuperacao1
738517,2.250,2.260,1.595,24.62,55.34,Recuperacao1
740548,2.354,2.415,1.784,24.62,55.31,Recuperacao1
742579,3.451,3.301,2.189,24.62,55.28,Recuperacao1
744610,1.933,2.133,1.559,24.62,55.26,Recuperacao1
746641,2.279,2.305,1.758,24.62,55.20,Recuperacao1
748672,2.433,2.479,1.987,24.62,55.18,Recuperacao1
750703,2.723,2.174,1.801,24.63,55.14,Recuperacao1
752734,2.346,2.421,1.710,24.63,55.13,Recuperacao1
754765,2.079,2.464,1.860,24.63,55.10,Recuperacao1
756796,2.874,3.617,2.013,24.62,55.05,Recuperacao1
758827,1.950,2.029,1.640,24.62,55.01,Recuperacao1
760858,2.359,2.316,1.791,24.62,54.99,Recuperacao1
762889,2.224,2.444,1.758,24.62,54.95,Recuperacao1
764920,3.701,3.427,2.131,24.62,54.91,Recuperacao1
766951,2.335,2.253,1.786,24.62,54.88,Recuperacao1
768982,3.648,2.743,1.935,24.62,54.85,Recuperacao1
771013,1.976,2.384,1.915,24.62,54.81,Recuperacao1
773044,2.284,2.273,1.803,24.61,54.78,Recuperacao1
775075,2.074,2.187,1.615,24.61,54.76,Recuperacao1
777106,3.466,3.988,2.102,24.61,54.72,Recuperacao1
779137,2.133,2.321,1.820,24.61,54.69,Recuperacao1
781168,3.638,3.751,2.276,24.61,54.65,Recuperacao1
783199,2.209,2.255,1.725,24.62,54.62,Recuperacao1
785230,2.253,2.155,1.732,24.61,54.59,Recuperacao1
787261,2.273,2.415,1.917,24.61,54.58,Recuperacao1
789292,2.390,2.676,1.921,24.61,54.52,Recuperacao1
791323,2.757,2.470,2.029,24.60,54.48,Recuperacao1
793354,2.503,2.938,2.031,24.61,54.43,Recuperacao1
795385,2.896,3.091,2.140,24.61,54.41,Recuperacao1
797416,3.451,3.007,1.946,24.61,54.37,Recuperacao1
799447,2.138,2.160,1.386,24.61,54.36,Recuperacao1
801478,2.427,2.467,1.828,24.61,54.32,Recuperacao1
803509,2.427,2.418,2.024,24.61,54.28,Recuperacao1
805540,2.500,2.359,1.834,24.61,54.27,Recuperacao1
807571,2.852,3.456,2.121,24.61,54.26,Recuperacao1
809602,2.207,2.107,1.832,24.61,54.22,Recuperacao1
811633,2.232,2.255,1.666,24.61,54.21,Recuperacao1
813664,3.910,2.673,1.814,24.60,54.17,Recuperacao1
815695,2.172,2.300,1.864,24.61,54.14,Recuperacao1
817726,2.061,2.287,1.657,24.61,54.10,Recuperacao1
819757,2.709,2.736,2.061,24.60,54.10,Recuperacao1
821788,2.170,2.258,1.678,24.60,54.08,Recuperacao1
823819,3.157,3.675,2.222,24.60,54.05,Recuperacao1
825850,2.271,2.022,1.784,24.61,54.00,Recuperacao1
827881,2.007,2.150,1.572,24.61,53.95,Recuperacao1
829912,2.157,2.260,1.976,24.60,53.94,Recuperacao1
831943,2.310,2.292,1.705,24.60,53.92,Recuperacao1
833974,2.871,2.595,2.093,24.60,53.87,Recuperacao1
836005,2.174,2.162,1.585,24.60,53.83,Recuperacao1
838036,2.462,2.494,1.858,24.61,53.82,Recuperacao1
840067,2.867,3.320,2.266,24.60,53.77,Recuperacao1
842098,2.077,1.996,1.666,24.60,53.73,Recuperacao1
844129,2.362,2.227,1.765,24.60,53.73,Recuperacao1
846160,2.764,4.037,2.276,24.60,53.68,Recuperacao1
848191,2.415,2.337,1.818,24.60,53.66,Recuperacao1
850222,3.446,3.922,2.204,24.60,53.63,Recuperacao1
852253,2.340,2.070,1.850,24.59,53.59,Recuperacao1
854284,2.095,2.222,1.676,24.59,53.60,Recuperacao1
856315,2.240,2.229,1.927,24.59,53.55,Recuperacao1
858346,2.447,2.788,1.942,24.59,53.52,Recuperacao1
860377,2.179,1.991,1.536,24.59,53.50,Recuperacao1
862408,2.199,2.247,1.657,24.59,53.51,Recuperacao1
864439,2.140,2.401,1.707,24.60,53.46,Recuperacao1
866470,2.346,2.170,1.886,24.60,53.42,Recuperacao1
868501,2.070,2.605,1.902,24.60,53.39,Recuperacao1
870532,2.116,2.105,1.826,24.59,53.37,Recuperacao1
872563,2.072,2.084,1.752,24.59,53.37,Recuperacao1
874594,2.359,2.222,1.761,24.59,53.33,Recuperacao1
876625,2.177,2.145,1.754,24.59,53.30,Recuperacao1
878656,2.276,2.165,1.784,24.58,53.26,Recuperacao1
880687,2.240,2.258,1.692,24.58,53.26,Recuperacao1
882718,2.222,2.410,1.739,24.58,53.23,Recuperacao1
884749,2.086,2.263,1.529,24.58,53.20,Recuperacao1
886780,2.020,2.219,1.701,24.58,53.19,Recuperacao1
888811,2.202,2.595,1.723,24.58,53.17,Recuperacao1
890842,2.204,2.376,1.876,24.58,53.14,Recuperacao1
892873,2.245,2.276,1.623,24.58,53.12,Recuperacao1
894904,2.482,2.595,1.961,24.58,53.09,Recuperacao1
896935,2.255,2.214,1.756,24.58,53.08,Recuperacao1
898966,2.258,2.302,1.750,24.57,53.04,Recuperacao1
900997,2.494,2.258,1.730,24.58,53.01,Recuperacao1
903028,2.421,2.308,1.734,24.58,52.99,Recuperacao1
905059,2.441,2.121,1.705,24.57,52.97,Recuperacao1
907090,2.133,2.124,1.854,24.57,52.99,Recuperacao1
909121,2.354,2.212,2.024,24.57,52.96,Recuperacao1
911152,3.427,2.938,2.065,24.57,52.94,Recuperacao1
913183,2.199,2.187,1.730,24.57,52.89,Recuperacao1
915214,2.126,2.240,1.730,24.57,52.86,Recuperacao1
917245,2.592,2.860,1.978,24.57,52.85,Recuperacao1
919276,3.329,2.820,2.033,24.57,52.82,Recuperacao1
921307,2.882,3.976,2.362,24.57,52.81,Recuperacao1
923338,2.148,2.359,1.816,24.57,52.75,Recuperacao1
925369,2.172,2.133,1.710,24.57,52.75,Recuperacao1
927400,2.663,2.809,1.870,24.57,52.73,Recuperacao1
929431,2.150,2.182,1.654,24.57,52.72,Recuperacao1
931462,2.462,2.627,1.929,24.57,52.70,Recuperacao1
933493,2.157,2.384,1.625,24.56,52.69,Recuperacao1
935524,3.116,3.461,2.194,24.56,52.67,Recuperacao1
937555,2.045,2.485,1.739,24.56,52.63,Recuperacao1
939586,2.209,2.447,1.689,24.56,52.62,Recuperacao1
941617,2.488,2.863,2.148,24.56,52.61,Recuperacao1
943648,2.464,2.351,1.734,24.56,52.56,Recuperacao1
945679,2.368,2.922,2.074,24.56,52.55,Recuperacao1
947710,2.184,2.462,1.826,24.56,52.53,Recuperacao1
949741,2.806,2.911,2.107,24.56,52.50,Recuperacao1
951772,2.305,2.155,1.811,24.56,52.47,Recuperacao1
953803,1.961,2.266,1.698,24.56,52.45,Recuperacao1
955834,3.015,3.213,2.217,24.56,52.42,Recuperacao1
957865,2.327,1.959,1.790,24.56,52.40,Recuperacao1
959896,1.935,2.045,1.553,24.56,52.38,Recuperacao1
961927,2.453,2.589,1.850,24.55,52.34,Recuperacao1
963958,1.913,2.133,1.595,24.56,52.34,Recuperacao1
965989,2.121,2.459,2.027,24.56,52.31,Recuperacao1
968020,2.063,2.065,1.559,24.55,52.33,Recuperacao1
970051,2.820,2.827,2.056,24.55,52.27,Recuperacao1
972082,2.287,2.093,1.838,24.55,52.26,Recuperacao1
974113,2.313,1.963,1.603,24.55,52.25,Recuperacao1
976144,2.558,2.637,2.126,24.55,52.21,Recuperacao1
978175,2.321,2.382,1.759,24.55,52.19,Recuperacao1
980206,2.172,1.927,1.590,24.55,52.17,Recuperacao1
982237,2.663,2.795,2.095,24.55,52.16,Recuperacao1
984268,2.177,2.384,1.870,24.54,52.14,Recuperacao1
986299,2.268,2.131,1.635,24.54,52.15,Recuperacao1
988330,1.952,2.061,1.539,24.54,52.12,Recuperacao1
990361,3.555,2.621,2.079,24.54,52.11,Recuperacao1
992392,2.583,2.764,1.974,24.54,52.09,Recuperacao1
994423,2.387,2.081,1.842,24.54,52.07,Recuperacao1
996454,2.077,2.237,1.680,24.54,52.07,Recuperacao1
998485,2.527,2.802,1.985,24.54,52.05,Recuperacao1
1000516,2.297,2.308,1.694,24.54,52.04,Recuperacao1
1002547,3.505,3.050,1.976,24.54,51.99,Recuperacao1
1004578,2.177,2.091,1.689,24.54,51.96,Recuperacao1
1006609,2.224,1.972,1.588,24.53,51.95,Recuperacao1
1008640,2.663,2.999,2.033,24.53,51.93,Recuperacao1
1010671,2.255,1.957,1.739,24.53,51.90,Recuperacao1
1012702,1.892,2.081,1.518,24.54,51.87,Recuperacao1
1014733,2.643,2.885,1.993,24.54,51.86,Recuperacao1
1016764,2.247,2.194,1.673,24.54,51.86,Recuperacao1
1018795,2.324,2.518,2.167,24.53,51.82,Recuperacao1
1020826,2.194,2.224,1.699,24.53,51.80,Recuperacao1
1022857,2.506,2.592,1.890,24.54,51.77,Recuperacao1
1024888,2.276,2.100,1.805,24.53,51.74,Recuperacao1
1026919,2.945,2.733,1.832,24.53,51.72,Recuperacao1
1028950,2.253,2.255,1.685,24.53,51.72,Recuperacao1
1030981,1.957,2.004,1.465,24.53,51.68,Recuperacao1
1033012,2.354,2.580,2.162,24.53,51.65,Recuperacao1
1035043,2.184,2.020,1.741,24.53,51.63,Recuperacao1
1037074,2.376,2.627,1.692,24.53,51.61,Recuperacao1
1039105,2.412,2.387,1.676,24.53,51.61,Recuperacao1
1041136,2.209,2.128,1.872,24.53,51.57,Recuperacao1
1043167,2.713,3.204,2.222,24.53,51.55,Recuperacao1
1045198,2.058,2.027,1.526,24.53,51.52,Recuperacao1
1047229,2.289,2.253,1.769,24.52,51.49,Recuperacao1
1049260,2.128,2.119,1.880,24.52,51.47,Recuperacao1
1051291,2.390,2.666,1.923,24.52,51.47,Recuperacao1
1053322,2.337,2.778,2.065,24.52,51.46,Recuperacao1
1055353,2.255,2.266,1.745,24.51,51.44,Recuperacao1
1057384,2.359,2.464,1.664,24.51,51.43,Recuperacao1
1059415,2.459,2.736,2.018,24.51,51.42,Recuperacao1
1061446,2.204,2.263,1.691,24.51,51.40,Recuperacao1
1063477,2.197,2.365,1.737,24.51,51.38,Recuperacao1
1065508,3.490,3.370,2.119,24.50,51.36,Recuperacao1
1067539,1.985,2.148,1.628,24.50,51.36,Recuperacao1
1069570,2.302,2.379,1.788,24.50,51.34,Recuperacao1
1071601,2.287,2.268,1.870,24.51,51.32,Recuperacao1
1073632,2.816,3.723,2.051,24.51,51.32,Recuperacao1
1075663,1.991,1.998,1.488,24.50,51.29,Recuperacao1
1077694,2.576,2.224,1.983,24.50,51.29,Recuperacao1
1079725,2.438,2.611,2.002,24.50,51.27,Recuperacao1
1081756,2.247,2.316,1.717,24.51,51.26,Recuperacao1
1083787,2.506,3.252,2.302,24.50,51.26,Recuperacao1
1085818,2.148,2.063,1.640,24.51,51.24,Recuperacao1
1087849,1.929,2.042,1.547,24.50,51.22,Recuperacao1
1089880,3.187,2.119,1.763,24.50,51.20,Recuperacao1
1091911,3.352,2.459,1.974,24.51,51.19,Recuperacao1
1093942,2.098,1.931,1.485,24.50,51.17,Recuperacao1
1095973,2.321,2.289,1.836,24.50,51.15,Recuperacao1
1098004,2.637,2.549,1.935,24.50,51.14,Recuperacao1
1100035,2.105,2.126,1.728,24.50,51.10,Recuperacao1
1102066,2.634,3.067,2.065,24.50,51.11,Recuperacao1
1104097,2.693,1.985,1.864,24.50,51.09,Recuperacao1
1106128,2.081,1.978,1.512,24.50,51.05,Recuperacao1
1108159,2.421,2.669,1.931,24.50,51.05,Recuperacao1
1110190,2.140,2.222,1.734,24.50,51.02,Recuperacao1
1112221,2.235,2.192,1.732,24.50,50.99,Recuperacao1
1114252,3.136,3.149,2.081,24.50,50.98,Recuperacao1
1116283,2.119,2.308,1.730,24.50,50.96,Recuperacao1
1118314,2.297,2.013,1.714,24.50,50.94,Recuperacao1
1120345,2.379,2.045,1.678,24.49,50.93,Recuperacao1
1122376,2.617,2.949,2.065,24.49,50.91,Recuperacao1
1124407,2.592,2.091,1.666,24.49,50.91,Recuperacao1
1126438,1.970,2.179,1.603,24.49,50.90,Recuperacao1
1128469,2.177,2.297,1.645,24.49,50.87,Recuperacao1
1130500,2.390,2.227,1.598,24.49,50.86,Recuperacao1
1132531,3.480,3.315,1.959,24.49,50.86,Recuperacao1
1134562,2.919,3.413,2.237,24.49,50.82,Recuperacao1
1136593,2.373,2.900,2.054,24.49,50.81,Recuperacao1
1138624,3.083,3.103,2.237,24.49,50.78,Recuperacao1
1140655,1.915,2.162,1.791,24.48,50.76,Recuperacao1
1142686,2.433,2.224,1.664,24.48,50.75,Recuperacao1
1144717,2.904,3.471,2.194,24.48,50.70,Recuperacao1
1146748,2.255,2.387,1.890,24.48,50.70,Recuperacao1
1148779,2.415,2.634,1.910,24.48,50.66,Recuperacao1
